Author,Comment,Likes,Replies,Date
"@surajgadanggudung","Mug padnu mahanat garnu xoena ckney life risk lenu chai ready huncha Nepali hru Tara ramro tarika le experience badaunu wah padnu tespoxi thulo sapana dhaknu parcha mahanat le mug hru malie tah ris uthcha afnai desh ko manxe hru sang",1,1,10/30/2022
"@Narad_Yt","Nice",0,0,10/30/2022
"@EAGEEYE321","Working visa ma jada vai halyo ni..k bheda ko chal ho yo",0,0,10/30/2022
"@pranayakhadka3507","Dai chahe Nepal mai ho??",0,0,10/30/2022
"@seanr9029","Dai you are so talented. love your content..",1,0,10/30/2022
"@parbatpoudyel6687","I met 4 Nepali in US, who who arrived here via the route mentioned in video. Their story is very frightening. All of them said they were robbed and have given 50-60 lakhs to agent in Nepal. <br><br>I would request nobody to come illegally. There very little chance you will enter US alive. One person was telling me, out of 39 people only 13 entered us rest died on the way. 😢",6,0,10/30/2022
"@doperapper7957","Nice video",0,0,10/30/2022
"@batuwa7476","Hijo aaja sabai vanda dherai hamrai gau bata janxan hola😢harek ghar bata tapaiko video dekhiyako yauta dai Ahile greencard paisake yatra garo xa but pugirako xan sabaijana dhilo chado achel",0,0,10/30/2022
"@Insan3_ET","Noted",0,0,10/30/2022
"@2am427","Indian blockade 2015 Ani pahila ko video banam.",0,0,10/30/2022
"@GraceGAB","<a href=""https://www.youtube.com/watch?v=4mXHhky-xsA"">https://youtu.be/4mXHhky-xsA</a>",0,0,10/30/2022
"@NeymarjuniorA","Aba nepalmai basera khi garna sakidaina, sab neta le desh sake, ani tinai netalai 50 years dekhi vote halchan Veda janta haru, ani gadha le dukha napaye kasle paune",1,0,10/30/2022
"@Tubebehuman","Yestari US, Australia aunu vanda baru afnai desh ma kehi gara sathi ho. Dherai yestari ayeko veteko chu ra uni haru ko health khatam cha, kati bato mai mare. Baru school padhera exam diyera mehanat garera aunus vanchu.",0,0,10/30/2022
"@kando1000","Yo aune chunab ma afno vote sochera dinu hola chor neta haru le garda desh xodnu naparosh",1,0,10/29/2022
"@niraj_raut","This is the 1st Nepali channel I love to watch",0,0,10/29/2022
"@shirajbajracharya582","One thing us Nepalese don&#39;t realize, Nepal ma hepai khayera basda rish uthcha and we don&#39;t do work. Ani America uae gayera chain Marne Gari kaam garcha. Messed up cha.",2,0,10/29/2022
"@shirajbajracharya582","Also, when I was in the US, I also met a guy who said he had visited 15 countries and spent over 12 lakhs (this was in 2008 ish) to get into America. At that time, it didn&#39;t make sense to me and I told him he wasted a lot of money doing so. A few years down the line I found out he was actually trafficked to America.",9,0,10/29/2022
"@shirajbajracharya582","That is why Trump wanted to build a wall and go against illegal immigrants. What you have researched is basically human trafficking. Trump actually was against human trafficking. Many big businesses, esp food and agro businesses require labors. The only way they can get cheap labour&#39;s is through human trafficking. It all makes logical sense.",56,0,10/29/2022
"@abchhetri13","Atti ramro content .Gist pani to the point cha..Jyan nai baji rakhera tya samma pugnu, is it worth it ra ? This is all because of failed philosophy of Congress and Communist. we r suffering because of their rivalry..Aba ko election ma desh ko every family, neighborhood, community le Vote garnu Huda Desh jogauna sakne Manche lai Vote garau !!<br>Nepal is god gifted place blessed with nature, culture, spiritualism and many other tatwas ani yesto content herda It&#39;s hard to have peace of mind.",0,0,10/29/2022
"@dipendrathapa7146","Don&#39;t worry risk liyera hinda kehe hunna",0,1,10/29/2022
"@GodBless0007","यस्तो जटिल यात्राको बारेमा अध्ययन अलिकति पनि पुगेन। अलि धेरै मेहनत गरेर अलि राम्रो vdo बनाउनु पर्यो भाई। यो एकदमै सतही VDO भयो। पोर्चुगल मा कुनै तथ्य बिना 50 हजार नेपाली छन् सम्म भनेको सुनियो, यो अलि बढी नै भयेन र🙈🙈 सायद अहिले सम्म कै कमजोर प्रस्तुति भयो यो।",0,2,10/29/2022
"@average.engineering.student.","hat&#39;s off to you sir for your quality content.",2,0,10/29/2022
"@playwithkanxo","Mero uncle Pani gayeko 2 barsa vayo Tara Dunga paltera bepatta vayeko Khabar aayo Aru kehi information xaina",0,0,10/29/2022
"@sonamsherpaofficial399","Mero baba ni yai bato janu vako thiyo",1,0,10/29/2022
"@kamalshrestha9464","Nice topic",0,0,10/29/2022
"@RonishRanjanCSE","Thanks for this type of content..<br>Love you bro❤",0,0,10/29/2022
"@Amit1288-k7q","Wonderful analysis! Tara Kati PAYE point chutyo...Aile Portugal janu Nepal bata India Gaye jatikai sajilo cha legal chai haina Tara...maile dekhda dekhdai 300/400 Jana 1 month bhitra ekdam aaram le Portugal pugera work permit payera kaam Suru garisake",1,0,10/29/2022
"@nisxant69","Quality content at it&#39;s peak💗",8,0,10/29/2022
"@kastupNiroula","Dherai Dherai Dhanyabaad mitra... timro present garne tarika nai kati vabuk lagyo. Nepali le Nepal banaunai parcha... sahi vote garne bela aayeko cha aba. sahi lai nachunne ho vane vaaaard mei jawos sabai. murkha ko pani had huncha... paisa ka tattu haru, hami sabai.",0,0,10/29/2022
"@nabinshahi6505","यो सब bramanbad ley garda हो...  Fuc...... Off Braman",0,0,10/29/2022
"@subimbudha5240","Mo US gako ho illegally jati vaninxa teti khatra pani xaina… panama jungle 2/3 matra hoo hidne … hajur le vanne ko batoo ahile ko ho pahile tiyoo batoo hudai jadina the South America samma…",0,2,10/29/2022
"@BuddhaLama-yp1ny","Paisako Lagi kina janu paryoo katha morey hunxa ..",0,0,10/29/2022
"@railaop6641","Mero dai ko sathi pani 45 lakh ma illegal gako xa usa<br>Daaku haru ley sabai lutdinxan kattu samet",0,0,10/29/2022
"@sishirkhatri9404","That&#39;s a reason we got weakest passport in the world🥹<br>Better you survive in your own country 🌼<br>Stop illegal immigration please dont keep your life on risk .you got family waiting for you at home",0,0,10/29/2022
"@whynot_brownmunde","One of the brother near to my home,had also been to US same way , spend almost 80 lakhs and he is in US for almost 6 yrs now",5,1,10/29/2022
"@inambhusal3361","Yesari janey pagal haru hun",0,0,10/29/2022
"@kushalrana4373","Very true",0,0,10/29/2022
"@surazsimkhada2000","Atro dukha garera atro badha jelera k tei desh haru gaye matra ramro ho ta.<br>Kehi thorai dukha nepal mai garidinus sabai nepal mai xa",0,0,10/29/2022
"@saan4368","The lack of opportunity and awareness in Nepal has done this, who is to blame ?? Finding this answer is harder.",0,0,10/29/2022
"@kiranchhetri3","America ra Europe jana lai pahila consultancy bujhera jana parcha😍😍❤️",0,1,10/29/2022
"@goingby","10-15 lakh paisa, plus 2 education, English ma conversation garna sakne le sajilai legally Schengen aauna sakchha. 50 laakh kharcha garnu bhanda ta as a student Schengen aako raamro. Mahinako 2 lakh plus Nepali ma kamai hunchha. Yestari jyaan jokhim ma paarnu bhanda ma sikai dinxu tarika",1,1,10/29/2022
"@kyromx6309","Hats off to the research bro🎊",0,0,10/29/2022
"@usery2y2yw5","I am 28 year old male who traveled into usa 5 years ago by illegal way",0,0,10/29/2022
"@raynuyba7318","A most needed video with proper research <br>Thank you",1,0,10/29/2022
"@sudansaru1755","Koi xa Europe illegally laneya .?",0,0,10/29/2022
"@prabeshbasnet1986","That&#39;s why knowledge is important.",0,0,10/29/2022
"@baijantichapagai2581","Good message",0,0,10/29/2022
"@sujanbohora9993","Brother please make video regarding upcoming elections and about the candidates",2,0,10/29/2022
"@sudipthapa8075","what is their mission in their life either I die or I enter other country .<br>I understand that in this video",0,0,10/29/2022
"@akhilrai7700","Well the vedio information is quite not up to date",0,0,10/29/2022
"@ganeshkshetri","A day ago I was in Delhi for VFS appointment and I saw a lot of Nepalese waiting for their flights to Brasil, europe, And many other nations to get into US. I spoke with a few they informed me that they are willing to pay 45 lakhs for the trip which in real is totally illegal, insecure and that might cost them deportation or death.",17,0,10/29/2022
"@lostsocietyrides8318","Thankyou for the awareness,may Nepali people get you and don’t risk their life.well if they don’t care about risking their life you guys can risk it for your own country and get well paid off for your task",3,0,10/29/2022
"@caveman4351","Journalism 101 …. Amazing brother … this is the future of journalism …. Time to ditch the mainstream Nepalese propaganda spewing machine …",0,0,10/29/2022
"@Eric.cartman7","Its intresting to think the way  you gather information for  your videos.....top notch stuff",0,0,10/29/2022
"@arunkarki17","Its real worthless yaso paxadi herda.. many years working hard and making money collecting money paid 10 minimum to 20 25 lakh ani yai W.p immigration paunu lae kam wages ma ani jindagi ko riak liyera garchan manxe le yo bhanda boru kam lagat ma 1 to 2 lakh samm ma investment garera qatar dubai Malaysia jada uuchit huncha. Think nicely  jay Nepal 🇳🇵",0,0,10/29/2022
"@trippy_b","This guy breaks down the cases like nobody else.<br>MVP and the dark horse of Nepalese media. 👏",249,4,10/29/2022
"@Congoo90-m9p","2014 tir ma Schengen country vaner hineko thye 9 month russia ani donkey route hudai estonia samma pugeko thye , paisa ra samay barbad ani jindagi ko mahatopurna umer refugee vayer basnu parne  sabai kura ko yaad , pressure ani torture ajhai nai taja chha.",0,0,10/29/2022
"@ankulchhetri","I’m in Austria under student visa . Please Mero Nepali brother and sister come here through legal entry .",0,6,10/29/2022
"@devrasailee3140","यो विषय एक जटिल र देश बनाउनेहरुको लागि सोचनिय गम्भिर विषय हो।<br>देशमा चरम भ्रष्टाचार,व्यथिति,अस्थिर राजनीति र लुटेराहरुको कारण लाखौं नेपालीहरु विभिन्न माध्यमबाट विदेशीनु परेको छ।",0,0,10/29/2022
"@kiranbudha5946","hats of brother we know how the life is so struggle",0,0,10/29/2022
"@devrasailee3140","Hat’s up Brother. Thank You so much for this  Document",0,0,10/29/2022
"@tsheringtamang8120","Hajur lai pne dhanyabaad yesheri sabailai gyaan dinu vayeko ma ra Jan chetna garwnu vayeko ma.",0,0,10/29/2022
"@lgv7429","It&#39;s kind of sad because we Nepalese think think that  Foreign country are like paradise. My father is also one of these people. He may have not crossed these roads but in hope of going to America we lost about 10 lakh through illegal agency. And we still haven&#39;t got our money back neither we are in America. It was before I was even born. And I feel bad for people who lost everything just for their family happiness. And government just don&#39;t look for them these is a shit no one talks or even care about.",12,0,10/29/2022
"@subodhadhikari9083","You are nepali dhruv Rathee❤️",0,0,10/29/2022
"@nabinghalegurung","Ramchandra 🫵😄",0,0,10/29/2022
"@shangri-la3918","As a nepalese doing buisness in both portugal and Croatia, sadly its true these so called agents are non other than our nepalese brothers, if your working in croatia and have a good job you can apply for visas for countries like portugal Spain but we choose these shortcut paths, there have been countless deaths but it never comes out. thankyou brother for spreading out the news I hope this video brings for kind of awareness to people coming to europe<br>fortunately for dharamdas he&#39;s recovered well and is working in airport thanks to some good nepalese brothers out there.",42,2,10/29/2022
"@MeritIInternational","My first ever subscribed video after being in youtube for more than a decade. This Man&#39;s research covers every facets of information. Please keep posting informative videos. Kudos......",2,0,10/29/2022
"@blxmrdev7652","Oe bhai yo video Aja voli ko video Hoina 7 years agadi ko manxi lai ullu banauxas muji",0,0,10/29/2022
"@iamlaxmangyawali","Thank you soo much dai for this documentry😊",0,0,10/29/2022
"@Prakrit_","...",1,0,10/29/2022
"@hemantrijal","i am that guy on zoom video aarey kya🤦🤣🤣",0,0,10/29/2022
"@sandeshkc5631","Again we need details information about Nepal to USA illegally…<br><br>Only channel to give real content",0,0,10/29/2022
"@nabinbasnet2409","The best content from all over Nepal is The Nepali comment",0,0,10/29/2022
"@eefuseek1","Mero ekjana saathi ni 2month bayo illegally yesari gayeko aile mexico ma xa",0,0,10/29/2022
"@aronerawat3114","Yo muji le YouTube ko galat faida uthairako xa . Yesto nachaine kina post gareko. Aafu tw marxa plus aru lie pani marxaaa. Fuck off such nonsense act.  Everyone Report this channel and video",0,0,10/29/2022
"@manirajmagar06","Great message brother to all viewers ♥️♥️",0,0,10/29/2022
"@whateveritcouldbe05","Such a great content.",1,0,10/29/2022
"@gyansagari","YO SAB VIDEOS HARU ENGLISH MA DUB GARERA HALNA PARYO ARKO CHANNEL MA, RAMRO CHALXA",0,0,10/29/2022
"@zkfnd859","Could you also shed some light on the mass exodus of skilled manpower, like doctors, engineers, nurses, etc. ? Also how the Nepal government is willingly propagating this exodus of youth abroad, just so they can get a taste of that &quot;remittance tax&quot;.. <br><br>P.S. Nepal is going to face a huge shortage of doctors and nurses in the coming 5-8 years. Even, reputed and established doctors are flocking abroad..... all the while, the policy makers do nothing to encourage the retention of this skilled man-power... Sahujis and influential doctors are themselves the policy makers and make policies that helps them gain their personal benefits....",4,0,10/29/2022
"@ksabink4951","I am just curious if they are ready for spent that much money why don&#39;t they use legal way to reach usa and others country",1,0,10/29/2022
"@harryr9260","It&#39;s worth it. Nepal ta hell ho.",0,0,10/29/2022
"@ashishkatuwal","Love the new background!",0,1,10/29/2022
"@sujitshrestha2593","This channel need more subscriptions 😍😍 just a wonderful channel",0,0,10/29/2022
"@keyrun199","I am from Rukum(west) . Hamro Thau ko lagvak 50%youth  haru  yeasari gai sakka mainly USA ra protugal ko trend pani bistarai increase vai ta xa....",0,0,10/29/2022
"@rajojgimo8584","aaila mw basi rako tham  bur dubai ma 5000+ nepali xa yha visit ma aaya rw brazil ko transit rakha rw tya bata hidey rw us janey haru",0,0,10/29/2022
"@MOTIVARE2","dai tapai yesto background music kaha bata tannanu hunxa vannu na   pleasee",0,2,10/29/2022
"@shambhutamang2127","This trend is even more popular in Dang district it’s like at least one family member hav been through this journey in many localities",2,1,10/29/2022
"@maserryan7649","US jana kati samma kharcha huncha😅😅😅😅😅😅",0,0,10/29/2022
"@maserryan7649","US jana kati samma kharcha huncha😅😅😅😅😅😅",1,1,10/29/2022
"@mayrobintamang","i live in NYC, most of the illegal immigrant in NYC is from LATIN COUNTIRES........these people they don&#39;t care about their LEGAL STATUS.......all they care is make money and make lots of children.........and return back if they don&#39;t get GREEN CARD from their AMERICAN BORN children......",0,0,10/29/2022
"@abhijeetkarna3229","It is better to work in our own country rather than to take such life threatning trouble. Hope this video would be an eye opener for many people.",11,0,10/29/2022
"@binaykoirala243","यो हाम्रो दोष हैन नेतृत्वको दोष हो । <br><a href=""http://www.youtube.com/results?search_query=%23no_not_again"">#No_not_again</a>",2,1,10/29/2022
"@bobkaji","I have a similar incident of my own cousin. He went to study in Manchester, but couldn&#39;t focus on his study, his results were very poor so university didn&#39;t gave him letter or something like that. So, he escapes from UK went to Paris from there he took flight to Portugal and tear his passport. It&#39;s like 2 .5 years ago. Now he is living living life as hell. He cannot return to Nepal and working on minimum wages, still he doesn&#39;t get paid sometimes considering him as refugee or Indian origin by locals of Portugal. Nowadays it&#39;s a trend like students escaping from UK to European countries.",33,1,10/29/2022
"@Alicetamang3","People are saying that oh so risky don’t try to do that it will harm you stay in Nepal and do something fuck you the deep reality is that even if you work in Nepal 14 hours a day you will get only 10k salary and a lot of mental stress. the politics and the owners and other people don’t give a fuck. Your society always compare you with them who went to aboard that’s the reality and that’s the truth. If you want to know how they treat you to check the airport security if your going to aus usa uk or Europe country they will treat you differently then gulf country. If you stay in Nepal for too long boi the low income people either start to steal or they will suicide. And this is reality",6,0,10/29/2022
"@devrajrawat3663","Huge respect 🫡",0,0,10/29/2022
"@sumantamang1849","Ma ta portugal pugo sake hai 👌",0,0,10/29/2022
"@thelamenepali","Dv vareko ta मतलबै भएन नी",0,0,10/29/2022
"@khubin6620","<a href=""https://en.wikipedia.org/wiki/2010_San_Fernando_massacre"">https://en.wikipedia.org/wiki/2010_San_Fernando_massacre</a><br><br><a href=""https://en.wikipedia.org/wiki/2011_San_Fernando_massacre"">https://en.wikipedia.org/wiki/2011_San_Fernando_massacre</a><br>Ani Kati illegal immigrants haru lai Mexico ko cartel le pani mareka chan",0,0,10/29/2022
"@PeaceSucker","Kathai mero desh",0,0,10/29/2022
"@itsmekhem","Wow such a great and informative video hats off to you brother",0,0,10/29/2022
"@ray_mo","Very well said",0,0,10/29/2022
"@ravimaharjan7721","Man, this video gives goosebumps. Scary af. It is really really sad to see where our country has reached and how the citizens have to suffer this in the hope of better future.",111,0,10/29/2022
"@sparkiepika1023","Thank you😊😊😊",0,0,10/29/2022
"@haudeamerican6959","You are on course to be best journalistic Nepali channel. Kudos guys.",0,0,10/29/2022
"@d_zone5751","Have been following u from the very starting of your journey and proud of it❤<br>Ur effort is unbelevable ❤",6,0,10/29/2022
"@samad3251","Another quality content❤",0,0,10/29/2022
"@mandipdango","Yesta bhaguwa muji haru ko lai video nabanaye huncha bro. They are a waste themselves and you shouldn&#39;t waste your time on these kind of useless, mindless individuals.",0,1,10/29/2022
"@ravishrestha100","awesome, what’s your name? 🙏",0,0,10/29/2022
"@Rameshrestha92","म पनि यो कथा मध्ये को एक पात्र हु। nepal to cyprus and Cyprus to....... Portugal.<br>यो कुरा भोग्नै लाई थाह छ कि वास्तविक यात्रा कस्तो हुन्छ भनेर। विभिन्न कथा सुनेको छु यात्रा क्रममा &#39; बलात्कार, लुटपाट, अपहरण र फिरौती, बिचल्ली, मानसिक तनाव&#39; जति सुने दर्दनाक थियो। घर समाजले तिरस्कार हुने डरले मात्र यस्तो घटना बाहिर न्आएको  हो।",15,0,10/29/2022
"@NeoMorph369-amor","Well Done bro as always you are a star. Thank you 🙏🙂👍",2,0,10/29/2022
"@Pujanpungilama","Afno desh ma kam xaina kam vayeni paisa deroi xaina tesori afno jyan jhokhim ma rakhera hidne haru ko ni xutai katha xa .<br>Desh ko halat thik vaye sab jana le ramro job paye ysto kai kura hunthena hola<br><a href=""http://www.youtube.com/results?search_query=%23merodeshbirami"">#merodeshbirami</a>😔",3,0,10/28/2022
"@_technepal","Content always OP 🔥❣️🇳🇵 Love You Brother",3,0,10/28/2022
"@itsroneesh","One of the best YouTubers of Nepal. appreciate your hard work bro 👍☺️☺️",4,0,10/28/2022
"@Mriti-Gyana","Congratulations Dipesh, I admire your videos. Thank you for making meaningful vlogs. At least you are doing something good for Nepali <a href=""http://people.you/"">people.You</a> are potential to become Nepali&#39;s Dhruv Rathee, and leave behind all the mainstream Nepali TV Chanels. Most of them are compromised and corrupted.  Please keep working.",36,3,10/28/2022
"@mm_raise","Dont know more but about Portugal its fact that people from cyprus, croatia pays minimum of €6000 for agent to arrive at portugal. As he said its very true that the immigration process of portugal is very easy. still lots of things cannot be shared publically..",5,1,10/28/2022
"@BIKKI_","Yes, You are right we receive more than 100 Nepalese coming from different parts of Europe i.e Romania 🇷🇴, Croatia 🇭🇷, Bulgaria 🇧🇬 etc..",0,0,10/28/2022
"@sudeeprai9590","Qualtiy content",0,0,10/28/2022
"@Hotpotato888","Any one don’t try this . This is terrifying.",0,0,10/28/2022
"@romankhadgi5741","🙏🏻❤️",0,0,10/28/2022
"@swearnim","Such a risk is worth taking rather staying in corrupt, nepotistic and politically unstable country like Nepal.",0,0,10/28/2022
"@sandeepshrestha7980","😢",0,0,10/28/2022
"@dipakniraula7179","Dipesh bro isareal ko vdeo banaunu hai ma tah fan vaye yo desh ko technology ra mossad vanne agency dekhera 🥰🥰🥰",0,0,10/28/2022
"@bibekdeo6965","Great content, keep it up ❤️",1,0,10/28/2022
"@nirojrai9697","Much respect to your hard work 💜💜Your every single content is informative to us and just outstanding 🔥",17,0,10/28/2022
"@foxbox7574","I knew this 10 years ago😢",0,0,10/28/2022
"@rajendra-2023","Thank you to the politicians, people have become desparate to reach USA.",0,0,10/28/2022
"@ishanneupane5227","This is fire 🔥",0,0,10/28/2022
"@mifam5217","Such a informative video thank you so much sir.. ❣️❣️",0,0,10/28/2022
"@niksanstha2606","Sathy haru yesare naii Croatia dekhe vagera Portugal kaka puge aafu vane khadee ma basera yo video herdai xu 🥺😂😂",0,0,10/28/2022
"@AJ_S2830","Yo sabai credit hamro leader haru lai janxa 😓😓😓😓😓 aba ramro choose garera vote halnu prxa sarai dukha lgyo yo video herda😓😓😓",1,0,10/28/2022
"@mojo2.037","Love this channel ❤️",1,2,10/28/2022
"@Manisgirii","I hope this video will help you to reach 100k subscription ❤️",1,0,10/28/2022
"@sushantbhandari8933","hats off to your work man ...its commendable to see your growth everyday🥰",14,0,10/28/2022
"@supopkiller2632","Never disappointed with urs content dai ..<br>Keep going bro",1,0,10/28/2022
"@diwashrai","Awesome content as usual. Keep going, Dipesh Bro!",3,0,10/28/2022
"@jrmadan5563","Nice content 👌",1,0,10/28/2022
"@sundartamangtamang4586","Dherai Dherai dhanyavada hjr,Dherai ramro news deynu vako mah malai chai ramro lagyo sir 🙏 fare fare pani yestai satya ghatana ko news didai garnu hola we are supposed of you, thank you so much 💓 sir",3,0,10/28/2022
"@radioactive3075","This is what quality speak ❤️❤️",3,0,10/28/2022
"@eroextha2952","Ekdum ramro video",1,0,10/28/2022
"@sangeetatamang2144","Your one video make thousand youths alert. Thank you for making me more knowledgeable.",1,0,10/28/2022
"@red-on8400","another amaing vid",1,0,10/28/2022
"@ujolmaharjan2010","Great content.",1,0,10/28/2022
"@anonymous8236","Our country is dying slowly and I feel very sad i blame politicians for everything",1,2,10/28/2022
"@Jai_Nepal","Hats off to your content Sir❤️<br>Great research &amp; amazing content🥰",20,0,10/28/2022
"@jasmingurung924","You are contain are marvelous keep up the work. :)",0,0,10/28/2022
"@dhirajmainali284","Thanks for such informative video❣️",0,0,10/28/2022
"@asbinojha","You are doing great brother. I personally am so proud of you😊❤ The level of research and hardwork you have put in every video is amazing ❤",63,1,10/28/2022
"@ZunuY","People posting thier ILLEGALLY crossing the boarder journey publicly on social media is more frightening and also pathetic. Afno jyan bhanda pyaro tiktok? 🤦🏻‍♀️ bharey tyo video haru ley afulai samsya nalyaos and yesari post garna ley aru pani jhan influence hudai cha jasto lagcha malai chai. Ramro sanga bichar garera matra yesto kadham uthaum hola.",587,20,10/28/2022
"@dipeshdulal2237","dash ramro vaideko va kina yetro dukha garteha holan",1,0,10/28/2022
"@ayushdas6898","No it&#39;s not worth it....",0,0,10/28/2022
"@Dhansher_Jagri","Wow...what a research what a content..<br>you deserve more views and subscribers...hats of to you brother....<br>keep uploading such quality content",1,0,10/28/2022
"@sanjoo","Again Thank you! for great content.  😭 Hope you reach 100k until next video comes",1,0,10/28/2022
"@laxmanthapa640","Idk much about USA  but While i was working in Australia Detention centre hv meet 3 nepalis  middle age bro who reached to Australian land via similar way. They used  to say spent about 15/20 lakhs.  Hearing their story was frightening. They came nepal to delhi , Delhi  to Bangkok,  Bangkok to Jakarta,  Jakarta to Christmas island in Australia.  Boat ride from  Indonesia to Australia is absolutely death cheat. Its not safe , its dangerous, even tho if u ever reach to Australia or any other nation u will not grant a asylum. Be sure my nepali bro/sis plz dont try this way. It doesnt worth at all. Its risk of ur life 9/10. Especially for nepali  peeps close to impossible to get asylum coz we dont hv civil war in Nepal.  We nepali are safe in our countries.   Any of you will find impossible to proof ur refuge.  Any country will not grant you refugees just because  you get there.  U will be turn back after many years of court battle thats for sure . Those  went druing Maoists war in nepal yes  that time we had chances of getting  refugee statue coz its was unsafe to deport you back but now things has changed, nepal is safe there is nothing to run away from nepali getting into western countries illegally except its economical immigrants. I worked closely with Border force in Australia so i can share more more informative  info to those who want to get illegally in any countries but i will always say plz dont do. Every countires main Goal is how to kick illegal immigrants out of country. So plz dont every try to this journey.",153,4,10/28/2022
"@kamalmaharjan5615","Wow research...what a content , what a presentation",0,0,10/28/2022
"@roshanverma19","Awesome video with great information",0,0,10/28/2022
"@WEALTHORBITFOODPHOTO","Lots of love for you hard working content",0,0,10/28/2022
"@bhashkarpokharel8126","40 dekhi 55 lakh samma dalaal lai diyera america jane 20 25 jana ta maile nai veteko xu.. uniharu madhye 3 jana le jyan gumaye laas ni firta payenan family le.. tetro 40 50 lakh le ta afnai desh ma kei garnu ni khai buddhi...",0,0,10/28/2022
"@Santoshi_Subedi","❤❤",0,0,10/28/2022
"@sagarpoudel8534","This is what quality content means.",11,0,10/28/2022
"@kalyankarki5053","mero ghar xeuko dai pani america jane bhanera janu bhathyo he is lost eversince he left noone knows his whereabouts...",0,0,10/28/2022
"@mr.sksharma","Good content",0,0,10/28/2022
"@vijaygurung4799","Content 👍",0,0,10/28/2022
"@citysportsnetwork","dai 100k chadai hos ani mero 1k good luck",0,0,10/28/2022
"@upendrathakuri5843","Thanks",0,0,10/28/2022
"@dannydel8617","Very interesting news you are great bro",0,0,10/28/2022
"@CHILL_BROO","Bro Respect+ for your Quality content.. On point research and commitment for content 👍",24,0,10/28/2022
"@fenimorefillmore5322","🛑 NO NOT AGAIN  🛑<br>CONGRESS: 🌴 ❌<br>UML: 🌞 ❌<br>MAOSIT:  ☭ ❌<br>Swotantra:   ✔️<br>अब पनि पुरानै पार्टि पुरानै मान्छे लाई भोट दिने हो भने नेपाली जनताले यस्तै दुःख भोग्नु पर्नेछ फेरि । आउने मङ्सिर ४ को चुनावमा सागर ढकाल, रञ्जु दर्शाना , रवि लामिछाने, रमेश खरेल जस्ता असल मान्छेलाई एक पटक मौका दिऔ । <br>Thank u Jay Nepal. 🇳🇵",38,1,10/28/2022
"@clasherboy5686","Hamro Gau nai rittisakyo yo bato USA jada jada",0,0,10/28/2022
"@sandesh01","great content!!",0,0,10/28/2022
"@samuelmagar5488","In Sikkim too there are so many Nepali citizens having dual citizenship .Just yesterday in sera bazaar Nepal citizens who were working here were fighting with local Sikkimese .Nepali are doing many crime and they ran into Nepal .And no any criminal get arrested . They go and escape in their remote village so indian police cannot trace them and arrest them .Aaj kal Nepal ko manche haru dekhyo ki criminal ho ki vanne lagcha Sikkim ma.yo chai roknu parcha . Neta haru ko barau vaera hidchan .in election ,neta haru brings huge Nepali citizen bus to bus . I think both indian and Nepal government need to adress this problem .In Sikkim ,people are getting badly affected by this type of open migration from Nepal to india",7,7,10/28/2022
"@Anvee-i8","Best youtube channel in nepal..bestest contents..keep growing..we all love you",0,0,10/28/2022
"@swastik6777","Dami daiii",0,0,10/28/2022
"@pallavpokhrel965","GEM of Nepali YouTube ❤️",0,0,10/28/2022
"@shirishmainali6707","why so much risky moves people take in life teti mihinet garera paisa kharcha garera teso garnu vanda easily they can spend time in gulf countries with the same effort they applied taking risky moves",0,0,10/28/2022
"@ajaybishwakarma1423","Kudos to u for uploading such relevant video on such serious issue.. Does the extended version of this video along with other footages coming soon???",5,0,10/28/2022
"@bgtm9905","Shit  man .<br>mah nii Portugal jana lagya theya yesari naie 😅",0,0,10/28/2022
"@sr0407","Ramrari padha kta ho, ramro jaagir khau, sano tino business gara tei ho, yesto kam chai nagara ..",5,1,10/28/2022
"@rajuguragain2626","Informative video keep going",0,0,10/28/2022
"@prasanrai1284","The Nepali comment one of my favorites channel these dayzz",1,1,10/28/2022
"@MrMilan-sx8jt","Last week one man from my locality died at Panama on boat accident while going to America. RIP",0,0,10/28/2022
"@dillirajkhanal5497","love your content  . Hope see more videos ❤️",1,0,10/28/2022
"@madanstha4579","This is all because of unemployment of our country Nepal.",1,0,10/28/2022
"@prashantfago9693","Bro Sky SIM ko rise ra downfall ko Barey ma new video paum na plz ❤️",1,0,10/28/2022
"@learningtimenepal","Big fan bro 😊❤️",0,1,10/28/2022
"@raychhetri161","Nepal ma garne taw ho ...<br>Tara garne k bato k ? Ma sanga degree taw xa Tara haat ma kunai sip xaina ....",1,0,10/28/2022
"@manjumagar1312","I am just crying for those innocent kids 😭😭",2,0,10/28/2022
"@intopper","Baphre!♨️",0,0,10/28/2022
"@ramansandro2390","Sad reality of every nepali people",0,0,10/28/2022
"@Adarshasapkota007","Quality content ❤️",0,0,10/28/2022
"@rajeshpun448","❤️❤️ ekdam ramro video i wish sabai nepali veda haru le herun",1,0,10/28/2022
"@rohanpokhrel2510","The Nepali comment never fails to amaze us ❤<br>What a quality content ❤",9,0,10/28/2022
"@sanzay10","Keep going brother hope mangsir 4 pachi k he haat samma desh ma pariwartan aaucha ani may be hami budo huda hamro baccha harule yesari illigal and dangerous steps haru chalnu naaparosh 🙏🏻🙏🏻",2,0,10/28/2022
